Datum,Warengruppe,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,Feiertag,Umsatz_ma_7,Wochentag,Monat,Tag_des_Jahres,Umsatz_Lag_1,Umsatz_Lag_7
2013-11-09,1,99.9317959514759,5.0,7.7,16.0,63.0,0,114.1876351850549,5,11,313,132.796244239256,149.172348030766
2013-11-10,1,108.561660295105,2.0,6.9875,12.0,63.0,0,115.77454751226055,6,11,314,99.9317959514759,97.4532740046654
2013-11-11,1,124.580485617569,2.0,8.3125,5.0,63.0,0,113.87686539417656,0,11,315,108.561660295105,137.864260444157
2013-11-12,1,111.970870543294,7.0,5.9375,9.0,61.0,0,115.058380148654,1,11,316,124.580485617569,103.700267261952
2013-11-13,1,78.0382483442215,1.0,8.8,12.0,0.0,0,110.62141546819662,2,11,317,111.970870543294,109.097001107423
2013-11-14,1,121.180219705286,5.0,6.9375,9.0,21.0,0,111.00850352802964,3,11,318,78.0382483442215,118.470603286455
2013-11-15,1,122.76929773359,7.0,6.45,6.0,21.0,0,109.57608259864877,4,11,319,121.180219705286,132.796244239256
2013-11-16,1,126.793397398979,8.0,8.875,12.0,21.0,0,113.41345423400637,5,11,320,122.76929773359,99.9317959514759
2013-11-17,1,74.3945185864517,2.0,8.8875,8.0,0.0,0,108.53243398991303,6,11,321,126.793397398979,108.561660295105
2013-11-18,1,129.109032642028,7.0,6.65,5.0,63.0,0,109.17936927912146,0,11,322,74.3945185864517,124.580485617569
2013-11-19,1,106.906118646237,8.0,5.8375,8.0,61.0,0,108.4558332938276,1,11,323,129.109032642028,111.970870543294
2013-11-20,1,124.324612351715,6.0,3.85,6.0,61.0,0,115.06817100918383,2,11,324,106.906118646237,78.0382483442215
2013-11-21,1,144.359927455555,2.0,3.275,8.0,10.0,0,118.37955783065081,3,11,325,124.324612351715,121.180219705286
2013-11-22,1,107.962731413831,7.0,5.375,10.0,21.0,0,116.26433407068524,4,11,326,144.359927455555,122.76929773359
2013-11-23,1,96.5196766761341,3.0,4.9125,6.0,21.0,0,111.93951682456454,5,11,327,107.962731413831,126.793397398979
2013-11-24,1,76.4120061231823,0.0,4.6,16.0,21.0,0,112.22772932981177,6,11,328,96.5196766761341,74.3945185864517
2013-11-25,1,129.81992805086,0.0,3.7,10.0,21.0,0,112.32928581678777,0,11,329,76.4120061231823,129.109032642028
2013-11-26,1,123.431703158233,2.0,2.3125,6.0,21.0,0,114.69008360421579,1,11,330,129.81992805086,106.906118646237
2013-11-27,1,93.5321454303922,8.0,7.3125,12.0,61.0,0,110.2911597583125,2,11,331,123.431703158233,124.324612351715
2013-11-28,1,128.842426194061,2.0,8.025,18.0,61.0,0,108.07437386381336,3,11,332,93.5321454303922,144.359927455555
2013-11-29,1,104.966463375073,8.0,5.9875,11.0,63.0,0,107.64633557256222,4,11,333,128.842426194061,107.962731413831
2013-11-30,1,104.09003869481,7.0,5.525,10.0,20.0,0,108.7278158609445,5,11,334,104.966463375073,96.5196766761341
2013-12-01,1,68.0762231823542,5.0,8.6625,20.0,61.0,0,107.53698972654048,6,12,335,104.09003869481,76.4120061231823
2013-12-02,1,113.931498716313,0.0,3.0625,4.0,10.0,0,105.2672141073195,0,12,336,68.0762231823542,129.81992805086
2013-12-03,1,94.7658652080226,8.0,1.7125,6.0,28.0,0,101.17209440014658,1,12,337,113.931498716313,123.431703158233
2013-12-04,1,128.922855106228,7.0,5.85,11.0,63.0,0,106.22791006812312,2,12,338,94.7658652080226,93.5321454303922
2013-12-05,1,120.974699669869,7.0,4.4625,24.0,63.0,0,105.1039491360957,3,12,339,128.922855106228,128.842426194061
2013-12-06,1,112.015650593347,6.0,1.7875,25.0,73.0,0,106.11097588156339,4,12,340,120.974699669869,104.966463375073
2013-12-07,1,121.408564819885,5.0,1.0,11.0,22.0,0,108.58505104228841,5,12,341,112.015650593347,104.09003869481
2013-12-08,1,36.2650169585334,8.0,6.975,16.0,63.0,0,104.040593010314,6,12,342,121.408564819885,68.0762231823542
2013-12-09,1,134.680550018524,7.0,9.2375,10.0,45.0,0,107.00474319634415,0,12,343,36.2650169585334,113.931498716313
2013-12-10,1,104.352034970751,7.0,7.1875,8.0,61.0,0,108.37419601959107,1,12,344,134.680550018524,94.7658652080226
2013-12-11,1,85.9079819233536,7.0,5.025,9.0,10.0,0,102.2292141363233,2,12,345,104.352034970751,128.922855106228
2013-12-12,1,88.2075449690532,8.0,2.525,8.0,28.0,0,97.54819203620676,3,12,346,85.9079819233536,120.974699669869
2013-12-13,1,85.5324935340658,7.0,3.5375,6.0,61.0,0,93.76488388488087,4,12,347,88.2075449690532,112.015650593347
2013-12-14,1,120.787742012371,7.0,3.0125,7.0,61.0,0,93.67619491237886,5,12,348,85.5324935340658,121.408564819885
2013-12-15,1,71.5352172710921,8.0,7.925,12.0,61.0,0,98.71479495703011,6,12,349,120.787742012371,36.2650169585334
2013-12-16,1,120.791211521354,8.0,8.775,12.0,61.0,0,96.73060374314868,0,12,350,71.5352172710921,134.680550018524
2013-12-17,1,74.6283250889016,8.0,4.95,8.0,61.0,0,92.48435947431304,1,12,351,120.791211521354,104.352034970751
2013-12-18,1,86.4115250991858,7.0,6.85,8.0,10.0,0,92.55629421371763,2,12,352,74.6283250889016,85.9079819233536
2013-12-19,1,101.589644453608,7.0,7.4,10.0,63.0,0,94.46802271151118,3,12,353,86.4115250991858,88.2075449690532
2013-12-20,1,114.601001275823,7.0,5.2875,10.0,61.0,0,98.62066667461936,4,12,354,101.589644453608,85.5324935340658
2013-12-21,1,124.541759682586,8.0,6.5625,13.0,63.0,0,99.1569549132215,5,12,355,114.601001275823,120.787742012371
2013-12-22,1,41.7300439888931,7.0,8.1375,12.0,61.0,0,94.89907301576451,6,12,356,124.541759682586,71.5352172710921
2013-12-23,1,183.608991270752,3.0,5.4875,10.0,61.0,0,103.87304155139279,0,12,357,41.7300439888931,120.791211521354
2013-12-24,1,220.330670230618,7.0,11.4375,18.0,61.0,0,124.6876622859237,1,12,358,183.608991270752,74.6283250889016
2013-12-27,1,152.367434643543,7.0,5.7625,15.0,63.0,0,134.10993507797474,4,12,361,220.330670230618,86.4115250991858
2013-12-29,1,131.267289010755,7.0,5.7125,9.0,63.0,0,138.3495985861386,6,12,363,152.367434643543,101.589644453608
2013-12-30,1,126.58984459848,4.0,4.75,11.0,10.0,0,140.0622904893753,0,12,364,131.267289010755,114.601001275823
2013-12-31,1,211.390838466052,4.0,5.0375,7.0,10.0,0,152.46930174415616,1,12,365,126.58984459848,124.541759682586
2014-01-02,1,153.166492227541,7.0,6.25,9.0,63.0,0,168.38879434967728,3,1,2,211.390838466052,41.7300439888931
2014-01-03,1,109.484763536521,7.0,6.8375,10.0,63.0,0,157.79961895907286,4,1,3,153.166492227541,183.608991270752
2014-01-04,1,116.250540066432,5.0,6.9375,11.0,63.0,0,142.93102893561772,5,1,4,109.484763536521,220.330670230618
2014-01-05,1,67.7899909491401,7.0,6.1875,11.0,63.0,0,130.84853697927446,6,1,5,116.250540066432,152.367434643543
2014-01-06,1,146.911067784297,7.0,7.9125,11.0,65.0,0,133.08336251835186,0,1,6,67.7899909491401,131.267289010755
2014-01-07,1,147.5457609484,7.0,10.4375,13.0,65.0,0,136.07706485405473,1,1,7,146.911067784297,126.58984459848
2014-01-08,1,99.9068767897401,7.0,8.6375,15.0,63.0,0,120.15078461458161,2,1,8,147.5457609484,211.390838466052
2014-01-09,1,113.541525918277,7.0,9.6125,16.0,61.0,0,114.49007514182959,3,1,9,99.9068767897401,153.166492227541
2014-01-10,1,119.05554059635,7.0,6.6375,17.0,61.0,0,115.85732900751945,4,1,10,113.541525918277,109.484763536521
2014-01-11,1,127.95986526115,7.0,5.5875,18.0,63.0,0,117.53008974962202,5,1,11,119.05554059635,116.250540066432
2014-01-12,1,83.4017498521773,2.0,5.525,16.0,21.0,0,119.76034102148448,6,1,12,127.95986526115,67.7899909491401
2014-01-13,1,103.994034974792,8.0,3.1375,10.0,69.0,0,113.62933633441233,0,1,13,83.4017498521773,146.911067784297
2014-01-14,1,166.347532764571,6.0,4.225,6.0,28.0,0,116.31530373672248,1,1,14,103.994034974792,147.5457609484
2014-01-15,1,139.042567223334,7.0,3.228571,7.0,28.0,0,121.90611665580732,2,1,15,166.347532764571,99.9068767897401
2014-01-16,1,117.779119691395,8.0,2.7375,9.0,63.0,0,122.5114871948242,3,1,16,139.042567223334,113.541525918277
2014-01-17,1,94.7938386484339,7.0,6.7375,4.0,61.0,0,119.0455297736933,4,1,17,117.779119691395,119.05554059635
2014-01-18,1,102.633649837911,7.0,5.8875,8.0,61.0,0,115.42749899894488,5,1,18,94.7938386484339,127.95986526115
2014-01-19,1,53.0014671833047,7.0,2.8625,19.0,10.0,0,111.08460147482023,6,1,19,102.633649837911,83.4017498521773
2014-01-20,1,99.6819363621683,8.0,0.3875,13.0,61.0,0,110.46858738730255,0,1,20,53.0014671833047,103.994034974792
2014-01-21,1,116.784600007305,7.0,-0.65,7.0,77.0,0,103.38816842197885,1,1,21,99.6819363621683,166.347532764571
2014-01-22,1,102.344424741026,8.0,-3.1125,14.0,22.0,0,98.145576638792,2,1,22,116.784600007305,139.042567223334
2014-01-23,1,105.740276056438,8.0,-3.1875,11.0,22.0,0,96.42574183379813,3,1,23,102.344424741026,117.779119691395
2014-01-24,1,143.164448746188,2.0,-5.1625,13.0,10.0,0,103.33582899062014,4,1,24,105.740276056438,94.7938386484339
2014-01-25,1,129.09233380561,5.0,-7.0375,8.0,10.0,0,107.11564098600572,5,1,25,143.164448746188,102.633649837911
2014-01-26,1,65.4883238458282,1.0,-8.475,10.0,10.0,0,108.89947765208049,6,1,26,129.09233380561,53.0014671833047
2014-01-27,1,177.797639286942,5.0,0.7,9.0,69.0,0,120.05886378419102,0,1,27,65.4883238458282,99.6819363621683
2014-01-28,1,63.9844736113181,7.0,-0.2625,10.0,10.0,0,112.51598858476434,1,1,28,177.797639286942,116.784600007305
2014-01-29,1,75.1156293987916,7.0,-5.05,13.0,77.0,0,108.62616067873084,2,1,29,63.9844736113181,102.344424741026
2014-01-30,1,140.794194214435,7.0,-4.4875,8.0,77.0,0,113.63386327273042,3,1,30,75.1156293987916,105.740276056438
2014-01-31,1,133.303478983532,8.0,-3.6875,7.0,10.0,0,112.2251533066367,4,1,31,140.794194214435,143.164448746188
2014-02-01,1,101.932146850505,7.0,3.225,10.0,63.0,0,108.34512659876455,5,2,32,133.303478983532,129.09233380561
2014-02-02,1,76.7574943519772,0.0,5.4875,8.0,63.0,0,109.955008099643,6,2,33,101.932146850505,65.4883238458282
2014-02-03,1,154.323103655617,1.0,3.475,8.0,10.0,0,106.60150300945371,0,2,34,76.7574943519772,177.797639286942
2014-02-04,1,130.284962020954,5.0,3.925,6.0,10.0,0,116.07300135368739,1,2,35,154.323103655617,63.9844736113181
2014-02-05,1,128.512982776585,4.0,3.675,8.0,10.0,0,123.70119469337217,2,2,36,130.284962020954,75.1156293987916
2014-02-06,1,93.2145715747619,7.0,7.875,11.0,20.0,0,116.90410574484744,3,2,37,128.512982776585,140.794194214435
2014-02-07,1,99.7607356052368,7.0,8.475,15.0,63.0,0,112.11228526223385,4,2,38,93.2145715747619,133.303478983532
